movie_title,director_name,num_critic_for_reviews,duration,Actor_1,Actor_2,genre1,genre2,gross,num_user_for_reviews,language,country,content_rating,budget,title_year,imdb_score,num_voted_users,Profit
Good KillÂ ,Andrew Niccol,166,102,ZoÃ« Kravitz,Bruce Greenwood,Drama,Thriller,"$316,842.00 ",68,English,USA,R,"$20,000,000.00 ",2014,6.4,15756,"-$19,683,158.00"
Insomnia ManicaÂ ,Daston Kalili,110,127,Rai Alexandra,Daston Kalili,Thriller,NA,"$25,517,500.00 ",3,English,USA,Unknown,"$500,000.00 ",2005,5.8,16,"$25,017,500.00"
The Outrageous Sophie TuckerÂ ,William Gazecki,9,96,Bruce Vilanch,Carol Channing,Documentary,NA,"$25,517,500.00 ",3,English,USA,Unknown,"$500,000.00 ",2014,7.2,38,"$25,017,500.00"
Now Is GoodÂ ,Ol Parker,48,103,Olivia Williams,Jeremy Irvine,Drama,Romance,"$25,517,500.00 ",54,English,UK,PG-13,"$20,000,000.00 ",2012,7.2,26863,"$5,517,500.00"
Girls Gone DeadÂ ,Michael Hoffman Jr.,64,104,John McGlothlin,Vincent Chimato,Comedy,Horror,"$25,517,500.00 ",28,English,USA,R,"$500,000.00 ",2012,3.5,2012,"$25,017,500.00"
America Is Still the PlaceÂ ,Patrick Gilles,110,90,Dylan Baker,Emma Caulfield,History,NA,"$25,517,500.00 ",156,English,USA,Unknown,"$20,000,000.00 ",2015,7.5,22,"$5,517,500.00"
SubconsciousÂ ,Georgia Hilton,1,122,Tim Abell,Mike Beckingham,Action,Mystery,"$25,517,500.00 ",16,English,USA,R,"$20,000,000.00 ",2015,2.2,292,"$5,517,500.00"
Enter NowhereÂ ,Jack Heller,26,90,Katherine Waterston,Shaun Sipos,Mystery,Thriller,"$25,517,500.00 ",45,English,USA,R,"$500,000.00 ",2011,6.6,5025,"$25,017,500.00"
The King of NajayoÂ ,Fernando Baez Mella,1,101,Christian Alvarez,Manny Perez,Crime,Drama,"$25,517,500.00 ",1,Spanish,Dominican Republic,R,"$500,000.00 ",2012,6.9,197,"$25,017,500.00"
Fight to the FinishÂ ,Warren Sheppard,3,94,Randy Jay Burrell,Jennifer Hale,Action,Romance,"$25,517,500.00 ",2,English,USA,PG-13,"$150,000.00 ",2016,4,60,"$25,367,500.00"
Alleluia! The Devil's CarnivalÂ ,Darren Lynn Bousman,10,97,Barry Bostwick,Paul Sorvino,Horror,Musical,"$25,517,500.00 ",20,English,USA,Unknown,"$500,000.00 ",2016,7.4,259,"$25,017,500.00"
The Sound and the ShadowÂ ,Justin Paul Miller,1,90,Jennifer Landa,Mary Kate Wiles,Comedy,Mystery,"$25,517,500.00 ",1,English,USA,R,"$20,000,000.00 ",2014,8.3,30,"$5,517,500.00"
Rodeo GirlÂ ,Joel Paul Reisig,1,108,Joel Paul Reisig,Carrie Bradstreet,Family,NA,"$25,517,500.00 ",4,English,USA,PG,"$500,000.00 ",2016,5.7,62,"$25,017,500.00"
Born to Fly: Elizabeth Streb vs. GravityÂ ,Catherine Gund,10,82,Sarah Callan,Elizabeth Streb,Action,Biography,"$21,199.00 ",10,English,USA,Unknown,"$500,000.00 ",2014,6.8,40,"-$478,801.00"
The Little Ponderosa ZooÂ ,Luke Dye,1,84,Jeff Delaney,Mike Stanley,Family,NA,"$25,517,500.00 ",1,English,USA,Unknown,"$500,000.00 ",2016,5.2,15,"$25,017,500.00"
Oz the Great and PowerfulÂ ,Sam Raimi,525,130,Mila Kunis,Tim Holmes,Adventure,Family,"$234,903,076.00 ",511,English,USA,PG,"$215,000,000.00 ",2013,6.4,175413,"$19,903,076.00"
The Toxic AvengerÂ ,Michael Herz,96,91,Mark Torgl,Patrick Kilpatrick,Action,Comedy,"$25,517,500.00 ",147,English,USA,Unrated,"$475,000.00 ",1984,6.2,19253,"$25,042,500.00"
Straight Out of BrooklynÂ ,Matty Rich,8,91,George T. Odom,Lawrence Gilliard Jr.,Crime,Drama,"$2,712,293.00 ",11,English,USA,R,"$450,000.00 ",1991,5.9,475,"$2,262,293.00"
Bloody SundayÂ ,Paul Greengrass,92,107,Nicholas Farrell,James Nesbitt,Drama,History,"$768,045.00 ",120,English,UK,R,"$2,000,000.00 ",2002,7.7,19732,"-$1,231,955.00"
Diamond RuffÂ ,Alec Asten,1,82,Dennis L.A. White,Luis Sanchez,Action,NA,"$25,517,500.00 ",5,English,USA,R,"$500,000.00 ",2015,4.3,53,"$25,017,500.00"
Conversations with Other WomenÂ ,Hans Canosa,365,84,Thomas Lennon,Olivia Wilde,Comedy,Drama,"$379,122.00 ",54,English,UK,R,"$450,000.00 ",2005,7.1,10143,"-$70,878.00"
Poultrygeist: Night of the Chicken DeadÂ ,Lloyd Kaufman,88,103,Lloyd Kaufman,John Karyus,Comedy,Horror,"$23,000.00 ",58,English,USA,Unrated,"$500,000.00 ",2006,6.2,5931,"-$477,000.00"
Mutual FriendsÂ ,Matthew Watts,3,86,Cheyenne Jackson,Jennifer Lafleur,Comedy,Romance,"$25,517,500.00 ",3,English,USA,Unknown,"$450,000.00 ",2013,6.8,64,"$25,067,500.00"
42nd StreetÂ ,Lloyd Bacon,65,89,Dick Powell,Ginger Rogers,Comedy,Musical,"$2,300,000.00 ",97,English,USA,Unrated,"$439,000.00 ",1933,7.7,7921,"$1,861,000.00"
Rise of the Entrepreneur: The Search for a Better WayÂ ,Joe Kenemore,110,52,Jack Canfield,Bob Proctor,Documentary,NA,"$25,517,500.00 ",10,English,USA,G,"$450,000.00 ",2014,8.2,78,"$25,067,500.00"
MetropolitanÂ ,Whit Stillman,71,98,Taylor Nichols,Chris Eigeman,Comedy,Drama,"$2,938,208.00 ",52,English,USA,PG-13,"$225,000.00 ",1990,7.5,7143,"$2,713,208.00"
As It Is in HeavenÂ ,Kay Pollak,34,133,Frida Hallgren,Michael Nyqvist,Comedy,Drama,"$9,910.00 ",94,Swedish,Sweden,Unknown,"$25,000,000.00 ",2004,7.6,13543,"-$24,990,090.00"
RoadsideÂ ,Eric England,15,81,Ace Marrero,Jack E. Curenton,Drama,Horror,"$25,517,500.00 ",6,English,USA,Unknown,"$20,000,000.00 ",2013,4.1,268,"$5,517,500.00"
Napoleon DynamiteÂ ,Jared Hess,220,92,Diedrich Bader,Jon Heder,Comedy,NA,"$44,540,956.00 ",1473,English,USA,PG,"$400,000.00 ",2004,6.9,161448,"$44,140,956.00"
Blue RuinÂ ,Jeremy Saulnier,279,90,Eve Plumb,Devin Ratray,Crime,Drama,"$258,113.00 ",135,English,USA,R,"$1,066,167.00 ",2013,7.1,42678,"-$808,054.00"
Paranormal ActivityÂ ,Oren Peli,409,84,Ashley Palmer,Micah Sloat,Horror,NA,"$107,917,283.00 ",1189,English,USA,R,"$15,000.00 ",2007,6.3,184824,"$107,902,283.00"
Dogtown and Z-BoysÂ ,Stacy Peralta,86,91,Jay Adams,Tony Alva,Documentary,Sport,"$1,293,295.00 ",88,English,USA,PG-13,"$20,000,000.00 ",2001,7.7,10366,"-$18,706,705.00"
Monty Python and the Holy GrailÂ ,Terry Gilliam,131,91,Michael Palin,Eric Idle,Adventure,Comedy,"$1,229,197.00 ",660,English,UK,PG,"$229,575.00 ",1975,8.3,382240,"$999,622.00"
QuinceaÃ±eraÂ ,Richard Glatzer,69,90,Jesse Garcia,Emily Rios,Drama,NA,"$1,689,999.00 ",48,Spanish,USA,R,"$400,000.00 ",2006,7.1,3675,"$1,289,999.00"
Gory Gory HallelujahÂ ,Sue Corcoran,8,96,Sue Corcoran,Tony Doupe,Comedy,Fantasy,"$11,798.00 ",18,English,USA,Unknown,"$100,000.00 ",2003,4.7,179,"-$88,202.00"
HeroesÂ             ,Unknown,75,60,Masi Oka,Sendhil Ramamurthy,Drama,Fantasy,"$25,517,500.00 ",379,English,USA,TV-14,"$20,000,000.00 ",2005,7.7,202115,"$5,517,500.00"
TarnationÂ ,Jonathan Caouette,72,88,Jonathan Caouette,Greg Ayres,Biography,Documentary,"$592,014.00 ",114,English,USA,Unrated,$218.00 ,2003,7.2,5709,"$591,796.00"
I Want Your MoneyÂ ,Ray Griggs,4,92,Chris Cox,Bill Farmer,Documentary,NA,"$425,899.00 ",31,English,USA,PG,"$400,000.00 ",2010,5.1,1123,"$25,899.00"
Love in the Time of MonstersÂ ,Matt Jackson,9,97,Paul Elia,Kane Hodder,Comedy,Horror,"$25,517,500.00 ",5,English,USA,Unknown,"$500,000.00 ",2014,5.4,143,"$25,017,500.00"
The BeyondÂ ,Lucio Fulci,203,82,David Warbeck,Catriona MacColl,Horror,NA,"$126,387.00 ",253,Italian,Italy,X,"$400,000.00 ",1981,6.9,14985,"-$273,613.00"
Home MoviesÂ             ,Unknown,11,22,Ron Lynch,Brendon Small,Animation,Comedy,"$25,517,500.00 ",82,English,USA,TV-PG,"$20,000,000.00 ",2005,8.2,7458,"$5,517,500.00"
What Happens in VegasÂ ,Tom Vaughan,148,101,Andrew Daly,Treat Williams,Comedy,Romance,"$80,276,912.00 ",151,English,USA,PG-13,"$35,000,000.00 ",2008,6.1,140740,"$45,276,912.00"
The Dark HoursÂ ,Paul Fox,80,80,Jeff Seymour,Dov Tiefenbach,Horror,Thriller,"$25,517,500.00 ",52,English,Canada,R,"$500,000.00 ",2005,6.1,4788,"$25,017,500.00"
My Beautiful LaundretteÂ ,Stephen Frears,46,97,Roshan Seth,Saeed Jaffrey,Comedy,Drama,"$25,517,500.00 ",64,English,UK,R,"$650,000.00 ",1985,6.9,10577,"$24,867,500.00"
FabledÂ ,Ari Kirschenbaum,8,84,Adam LeFevre,R. Brandon Johnson,Drama,Horror,"$25,918.00 ",10,English,USA,R,"$20,000,000.00 ",2002,5.8,191,"-$19,974,082.00"
Show MeÂ ,Cassandra Nicolaou,10,97,Michelle Nolden,Katharine Isabelle,Drama,Thriller,"$25,517,500.00 ",5,French,Canada,R,"$900,000.00 ",2004,6,369,"$24,617,500.00"
Cries & WhispersÂ ,Ingmar Bergman,76,91,Ingrid Thulin,Liv Ullmann,Drama,NA,"$25,517,500.00 ",197,Swedish,Sweden,R,"$400,000.00 ",1972,8.2,19964,"$25,117,500.00"
Intolerance: Love's Struggle Throughout the AgesÂ ,D.W. Griffith,69,123,Mae Marsh,Lillian Gish,Drama,History,"$25,517,500.00 ",88,Unknown,USA,Not Rated,"$385,907.00 ",1916,8,10718,"$25,131,593.00"
TrekkiesÂ ,Roger Nygard,43,86,DeForest Kelley,Walter Koenig,Documentary,NA,"$617,172.00 ",75,English,USA,PG,"$375,000.00 ",1997,7,4407,"$242,172.00"
The Broadway MelodyÂ ,Harry Beaumont,36,100,Bessie Love,Anita Page,Musical,Romance,"$2,808,000.00 ",71,English,USA,Passed,"$379,000.00 ",1929,6.3,4546,"$2,429,000.00"
The Evil DeadÂ ,Sam Raimi,304,96,Betsy Baker,Ted Raimi,Fantasy,Horror,"$25,517,500.00 ",740,English,USA,NC-17,"$375,000.00 ",1981,7.6,141219,"$25,142,500.00"
ManiacÂ ,Franck Khalfoun,279,89,Nora Arnezeder,America Olivo,Horror,Thriller,"$12,843.00 ",131,English,France,Not Rated,"$6,000,000.00 ",2012,6.1,27297,"-$5,987,157.00"
Censored VoicesÂ ,Mor Loushy,23,84,Unknown,Amos Oz,Documentary,History,"$34,151.00 ",3,Hebrew,Israel,Unknown,"$450,000.00 ",2015,7.2,186,"-$415,849.00"
MurderballÂ ,Henry Alex Rubin,110,88,Joe Bishop,Mark Zupan,Documentary,Sport,"$1,523,883.00 ",70,English,USA,R,"$1,750,211.00 ",2005,7.8,9037,"-$226,328.00"
American Ninja 2: The ConfrontationÂ ,Sam Firstenberg,40,90,Steve James,Michael Dudikoff,Action,Drama,"$4,000,000.00 ",46,English,USA,R,"$350,000.00 ",1987,4.7,6046,"$3,650,000.00"
51 Birch StreetÂ ,Doug Block,45,90,Ellen Block,Carol Block,Documentary,NA,"$84,689.00 ",16,English,Germany,Unrated,"$20,000,000.00 ",2005,7.5,695,"-$19,915,311.00"
RevolutionÂ             ,Unknown,23,43,Tracy Spiridakos,Billy Burke,Action,Adventure,"$25,517,500.00 ",323,English,USA,TV-14,"$20,000,000.00 ",2005,6.7,72017,"$5,517,500.00"
Rotor DR1Â ,Chad Kapper,4,98,Natalie Welch,Tom E. Nicholson,Family,Sci-Fi,"$25,517,500.00 ",8,English,USA,Unknown,"$350,000.00 ",2015,3.4,209,"$25,167,500.00"
HalloweenÂ ,John Carpenter,318,101,Donald Pleasence,Jamie Lee Curtis,Horror,Thriller,"$47,000,000.00 ",1191,English,USA,R,"$300,000.00 ",1978,7.9,157863,"$46,700,000.00"
12 Angry MenÂ ,Sidney Lumet,177,96,Lee J. Cobb,Jack Warden,Crime,Drama,"$25,517,500.00 ",888,English,USA,Not Rated,"$350,000.00 ",1957,8.9,447785,"$25,167,500.00"
My Dog TulipÂ ,Paul Fierlinger,51,83,Peter Gerety,Isabella Rossellini,Animation,Drama,"$246,574.00 ",15,English,USA,Unknown,"$20,000,000.00 ",2009,6.9,1272,"-$19,753,426.00"
It Happened One NightÂ ,Frank Capra,124,65,Alan Hale,Claudette Colbert,Comedy,Romance,"$25,517,500.00 ",235,English,USA,Unrated,"$325,000.00 ",1934,8.2,64888,"$25,192,500.00"
DogtoothÂ ,Yorgos Lanthimos,211,94,Mary Tsoni,Angeliki Papoulia,Drama,Thriller,"$110,197.00 ",170,Greek,Greece,Unrated,"$20,000,000.00 ",2009,7.3,44864,"-$19,889,803.00"
Tupac: ResurrectionÂ ,Lauren Lazin,26,112,Gary Coleman,James Cagney,Biography,Documentary,"$7,707,563.00 ",32,English,USA,R,"$20,000,000.00 ",2003,8,7687,"-$12,292,437.00"
TumbleweedsÂ ,Gavin O'Connor,64,102,Janet McTeer,Kimberly J. Brown,Comedy,Drama,"$1,281,176.00 ",73,English,USA,PG-13,"$312,000.00 ",1999,6.7,2932,"$969,176.00"
The ProphecyÂ ,Gregory Widen,56,98,Adam Goldberg,Viggo Mortensen,Action,Fantasy,"$16,115,878.00 ",194,English,USA,R,"$8,000,000.00 ",1995,6.6,24438,"$8,115,878.00"
When the Cat's AwayÂ ,CÃ©dric Klapisch,29,91,Zinedine Soualem,Simon Abkarian,Comedy,Romance,"$1,652,472.00 ",25,French,France,R,"$300,000.00 ",1996,6.9,2843,"$1,352,472.00"
Pieces of AprilÂ ,Peter Hedges,131,80,Adrian Martinez,Oliver Platt,Comedy,Drama,"$2,360,184.00 ",177,English,USA,PG-13,"$300,000.00 ",2003,7.1,18035,"$2,060,184.00"
The Big SwapÂ ,Niall Johnson,4,114,Mark Caven,Kevin Howarth,Drama,NA,"$25,517,500.00 ",7,English,UK,Unknown,"$20,000,000.00 ",1998,5.6,270,"$5,517,500.00"
Old JoyÂ ,Kelly Reichardt,88,76,Lucy,Daniel London,Drama,NA,"$255,352.00 ",57,English,USA,Unrated,"$300,000.00 ",2006,6.7,4423,"-$44,648.00"
Wendy and LucyÂ ,Kelly Reichardt,189,80,Lucy,John Robinson,Drama,NA,"$856,942.00 ",112,English,USA,R,"$200,000.00 ",2008,7.1,12241,"$656,942.00"
3 BackyardsÂ ,Eric Mendelsohn,20,88,Edie Falco,Embeth Davidtz,Drama,NA,"$25,517,500.00 ",23,English,USA,R,"$300,000.00 ",2010,5.2,554,"$25,217,500.00"
Pierrot le FouÂ ,Jean-Luc Godard,96,110,Anna Karina,Jean-Paul Belmondo,Crime,Drama,"$25,517,500.00 ",74,French,France,Not Rated,"$300,000.00 ",1965,7.7,19386,"$25,217,500.00"
Sisters in LawÂ ,Florence Ayisi,27,104,Beatrice Ntuba,Vera Ngassa,Documentary,NA,"$32,631.00 ",8,English,Cameroon,Not Rated,"$20,000,000.00 ",2005,7.5,291,"-$19,967,369.00"
Ayurveda: Art of BeingÂ ,Pan Nalin,15,102,Unknown,Unknown,Documentary,NA,"$16,892.00 ",12,English,India,Unknown,"$300,000.00 ",2001,7.6,341,"-$283,108.00"
Nothing But a ManÂ ,Michael Roemer,24,95,Gloria Foster,Yaphet Kotto,Drama,Romance,"$12,438.00 ",26,English,USA,Not Rated,"$160,000.00 ",1964,8.1,891,"-$147,562.00"
"First Love, Last RitesÂ ",Jesse Peretz,16,94,Eli Marienthal,Robert John Burke,Drama,Romance,"$40,542.00 ",16,English,USA,R,"$300,000.00 ",1997,5.5,294,"-$259,458.00"
Fighting Tommy RileyÂ ,Eddie O'Flaherty,13,109,Eddie Jones,Don Wallace,Drama,Sport,"$5,199.00 ",23,English,USA,R,"$200,000.00 ",2004,6.6,720,"-$194,801.00"
Royal KillÂ ,Babar Ahmed,8,90,Alexander Wraith,Lalaine,Action,Thriller,"$25,517,500.00 ",18,English,USA,PG-13,"$350,000.00 ",2009,3.2,476,"$25,167,500.00"
Across the UniverseÂ ,Julie Taymor,156,133,T.V. Carpio,Jim Sturgess,Drama,Fantasy,"$24,343,673.00 ",524,English,USA,PG-13,"$45,000,000.00 ",2007,7.4,91863,"-$20,656,327.00"
The Looking GlassÂ ,John D. Hancock,4,110,Elizabeth Stenholt,Trish Basinger,Drama,Music,"$1,711.00 ",1,English,USA,Unknown,"$20,000,000.00 ",2015,6.6,82,"-$19,998,289.00"
Death Race 2000Â ,Paul Bartel,164,80,David Carradine,Sylvester Stallone,Action,Comedy,"$25,517,500.00 ",147,English,USA,R,"$300,000.00 ",1975,6.2,19875,"$25,217,500.00"
Locker 13Â ,Bruce Dellis,10,95,Ricky Schroder,Tatyana Ali,Thriller,NA,"$2,468.00 ",5,English,USA,R,"$300,000.00 ",2014,4.8,241,"-$297,532.00"
Midnight CabaretÂ ,Pece Dingo,1,94,Wilhelm von Homburg,Michael Des Barres,Horror,NA,"$25,517,500.00 ",4,English,USA,R,"$20,000,000.00 ",1990,4.5,47,"$5,517,500.00"
Anderson's CrossÂ ,Jerome Elston Scott,8,98,Joanna Cassidy,Taran Killam,Comedy,Drama,"$25,517,500.00 ",7,English,USA,R,"$300,000.00 ",2010,7.2,95,"$25,217,500.00"
BizarreÂ ,Ã‰tienne Faure,9,98,Pierre Prieur,Rumi Missabu,Drama,Musical,"$25,517,500.00 ",1,English,France,Unrated,"$500,000.00 ",2015,4.3,569,"$25,017,500.00"
Graduation DayÂ ,Herb Freed,78,96,Carmen Argenziano,Linnea Quigley,Horror,Mystery,"$25,517,500.00 ",58,English,USA,R,"$250,000.00 ",1981,4.5,1905,"$25,267,500.00"
Some Guy Who Kills PeopleÂ ,Jack Perez,131,97,Barry Bostwick,Kevin Corrigan,Comedy,Crime,"$25,517,500.00 ",58,English,USA,R,"$300,000.00 ",2011,6.4,4550,"$25,217,500.00"
ComplianceÂ ,Craig Zobel,286,90,Matt Servitto,Dreama Walker,Biography,Crime,"$318,622.00 ",175,English,USA,R,"$270,000.00 ",2012,6.4,24668,"$48,622.00"
Chasing AmyÂ ,Kevin Smith,147,113,Ethan Suplee,Matt Damon,Comedy,Drama,"$12,006,514.00 ",500,English,USA,R,"$250,000.00 ",1997,7.3,114070,"$11,756,514.00"
Lovely & AmazingÂ ,Nicole Holofcener,71,91,Brenda Blethyn,Aunjanue Ellis,Comedy,Drama,"$4,186,931.00 ",85,English,USA,R,"$250,000.00 ",2001,6.9,6041,"$3,936,931.00"
Death CallsÂ ,Ken Del Conte,110,90,Robert Miano,Hector Echavarria,Action,Adventure,"$25,517,500.00 ",156,English,USA,R,"$290,000.00 ",2010,4.3,30,"$25,227,500.00"
Better Luck TomorrowÂ ,Justin Lin,51,98,Jason Tobin,Parry Shen,Crime,Drama,"$3,799,339.00 ",138,English,USA,R,"$250,000.00 ",2002,7.2,8000,"$3,549,339.00"
The Incredibly True Adventure of Two Girls in LoveÂ ,Maria Maggenti,23,94,Laurel Holloman,Nicole Ari Parker,Comedy,Drama,"$1,977,544.00 ",36,English,USA,R,"$250,000.00 ",1995,6.5,3513,"$1,727,544.00"
Chuck & BuckÂ ,Miguel Arteta,59,96,Mike White,Lupe Ontiveros,Comedy,Drama,"$1,050,600.00 ",136,English,USA,R,"$250,000.00 ",2000,6.6,4662,"$800,600.00"
American DesiÂ ,Piyush Dinker Pandya,9,100,Rizwan Manji,Purva Bedi,Comedy,Drama,"$902,835.00 ",40,English,USA,Unrated,"$250,000.00 ",2001,6.7,1489,"$652,835.00"
Amidst the Devil's WingsÂ ,Daniel Columbie,110,90,Nicholas Simmons,Keri Maletto,Action,Crime,"$25,517,500.00 ",156,English,USA,Unknown,"$300,000.00 ",2014,4.3,28,"$25,217,500.00"
CubeÂ ,Vincenzo Natali,99,90,Julian Richings,David Hewlett,Mystery,Sci-Fi,"$489,220.00 ",696,English,Canada,R,"$365,000.00 ",1997,7.3,160511,"$124,220.00"
Love and Other CatastrophesÂ ,Emma-Kate Croghan,21,76,Frances O'Connor,Radha Mitchell,Comedy,Romance,"$212,285.00 ",21,English,Australia,R,"$250,000.00 ",1996,6.4,1727,"-$37,715.00"
I Married a Strange Person!Â ,Bill Plympton,19,75,Bill Martone,Charis Michelsen,Animation,Comedy,"$203,134.00 ",21,English,USA,R,"$250,000.00 ",1997,7,1428,"-$46,866.00"
NovemberÂ ,Greg Harrison,43,78,Anne Archer,Amir Talai,Drama,Mystery,"$191,309.00 ",64,English,USA,R,"$150,000.00 ",2004,5.5,2787,"$41,309.00"
Like CrazyÂ ,Drake Doremus,206,90,Charlie Bewley,Jennifer Lawrence,Drama,Romance,"$3,388,210.00 ",150,English,USA,PG-13,"$250,000.00 ",2011,6.7,46813,"$3,138,210.00"
Teeth and BloodÂ ,Al Franklin,110,96,Steffinnie Phrommany,Marshal Hilton,Horror,NA,"$25,517,500.00 ",2,English,USA,Unknown,"$300,000.00 ",2015,4.3,24,"$25,217,500.00"
Sugar TownÂ ,Allison Anders,29,92,Rosanna Arquette,Ally Sheedy,Comedy,Music,"$177,840.00 ",22,English,UK,R,"$250,000.00 ",1999,6.1,708,"-$72,160.00"
The MotelÂ ,Michael Kang,27,75,Clint Jordan,Samantha Futerman,Comedy,Drama,"$47,111.00 ",11,Cantonese,USA,Unknown,"$20,000,000.00 ",2005,6.8,1227,"-$19,952,889.00"
The CanyonsÂ ,Paul Schrader,162,99,Gus Van Sant,Nolan Gerard Funk,Drama,Thriller,"$49,494.00 ",87,English,USA,R,"$250,000.00 ",2013,3.9,8511,"-$200,506.00"
Happy ValleyÂ             ,Unknown,11,58,James Norton,Shirley Henderson,Crime,Drama,"$25,517,500.00 ",59,English,UK,TV-MA,"$20,000,000.00 ",2005,8.5,12848,"$5,517,500.00"
On the OutsÂ ,Lori Silverbush,26,86,Flaco Navaja,Judy Marte,Drama,NA,"$25,517,500.00 ",15,English,USA,R,"$20,000,000.00 ",2004,6.9,603,"$5,517,500.00"
Shotgun StoriesÂ ,Jeff Nichols,85,92,Natalie Canerday,Michael Abbott Jr.,Drama,Thriller,"$45,661.00 ",32,English,USA,PG-13,"$20,000,000.00 ",2007,7.3,7148,"-$19,954,339.00"
ExamÂ ,Stuart Hazeldine,77,101,Luke Mably,Colin Salmon,Mystery,Thriller,"$25,517,500.00 ",120,English,UK,Not Rated,"$20,000,000.00 ",2009,6.9,70076,"$5,517,500.00"
The Sticky Fingers of TimeÂ ,Hilary Brougher,8,81,Samantha Buck,James Urbaniak,Sci-Fi,NA,"$18,195.00 ",7,English,USA,Unknown,"$250,000.00 ",1997,6.3,336,"-$231,805.00"
Sunday School MusicalÂ ,Rachel Goldenberg,5,93,Mark Hengst,Dustin Fitzsimons,Drama,Musical,"$25,517,500.00 ",18,English,USA,G,"$20,000,000.00 ",2008,2.5,602,"$5,517,500.00"
RustÂ ,Corbin Bernsen,3,95,Lorne Cardinal,Corbin Bernsen,Drama,NA,"$25,517,500.00 ",8,English,Canada,PG,"$250,000.00 ",2010,5.7,300,"$25,267,500.00"
InkÂ ,Jamin Winans,66,107,Marty Lindsey,Eme Ikwuakor,Action,Drama,"$25,517,500.00 ",215,English,USA,Unknown,"$20,000,000.00 ",2009,7,18486,"$5,517,500.00"
The Christmas BunnyÂ ,Tom Seidman,4,98,Derek Brandon,Florence Henderson,Drama,Family,"$25,517,500.00 ",10,English,USA,PG,"$250,000.00 ",2010,6.2,450,"$25,267,500.00"
Jesus PeopleÂ ,Jason Naumann,110,35,Kate Flannery,Victoria Jackson,Comedy,Short,"$25,517,500.00 ",156,English,USA,Unknown,"$20,000,000.00 ",2007,6.9,31,"$5,517,500.00"
ButterflyÂ ,Matt Cimber,15,108,June Lockhart,Stacy Keach,Crime,Drama,"$25,517,500.00 ",18,English,USA,R,"$20,000,000.00 ",1982,4.5,870,"$5,517,500.00"
UnDividedÂ ,Sam Martin,1,66,Steve Duin,Sam Adams,Documentary,NA,"$25,517,500.00 ",1,English,USA,PG,"$250,000.00 ",2013,7.8,6,"$25,267,500.00"
The FrozenÂ ,Andrew Hyatt,12,95,Brit Morgan,Noah Segan,Horror,Thriller,"$25,517,500.00 ",28,English,USA,PG-13,"$250,000.00 ",2012,4.4,1488,"$25,267,500.00"
Horse CampÂ ,Joel Paul Reisig,1,108,Dana Blackstone,Joshua Ray Bell,Family,NA,"$25,517,500.00 ",1,English,USA,PG,"$250,000.00 ",2014,6.6,25,"$25,267,500.00"
Give Me ShelterÂ ,Kristin Rizzo,6,90,Robert Davi,Esai Morales,Documentary,NA,"$25,517,500.00 ",2,English,USA,Unknown,"$250,000.00 ",2014,8,37,"$25,267,500.00"
The Big ParadeÂ ,King Vidor,48,151,RenÃ©e AdorÃ©e,John Gilbert,Drama,Romance,"$25,517,500.00 ",45,Unknown,USA,Not Rated,"$245,000.00 ",1925,8.3,4849,"$25,272,500.00"
Little Big TopÂ ,Ward Roberts,2,83,Jacob Zachar,Sid Haig,Comedy,NA,"$25,517,500.00 ",1,English,USA,Unknown,"$240,000.00 ",2006,6.5,110,"$25,277,500.00"
Along the RoadsideÂ ,Zoran Lisinac,17,108,Brock Baker,Matthew Emerick,Comedy,Music,"$25,517,500.00 ",2,English,USA,Unknown,"$250,000.00 ",2013,7.1,330,"$25,267,500.00"
BronsonÂ ,Nicolas Winding Refn,225,92,James Lance,Tom Hardy,Action,Biography,"$104,792.00 ",145,English,UK,R,"$20,000,000.00 ",2008,7.1,84817,"-$19,895,208.00"
Western ReligionÂ ,James O'Brien,5,105,Vivian Lamolli,Mark Fantasia,Adventure,Drama,"$25,517,500.00 ",4,English,USA,Unknown,"$250,000.00 ",2015,4,146,"$25,267,500.00"
BurnÂ ,Tom Putnam,22,86,Donald Austin,Brendan Doogie Milewski,Documentary,NA,"$111,300.00 ",6,English,USA,Not Rated,"$225,000.00 ",2012,7.5,575,"-$113,700.00"
UrbaniaÂ ,Jon Shear,38,106,Josh Hamilton,Dan Futterman,Drama,NA,"$1,027,119.00 ",73,English,USA,R,"$225,000.00 ",2000,7,2742,"$802,119.00"
The StewardessesÂ ,Al Silliman Jr.,21,93,Nancy Ison,Christina Hart,Comedy,Drama,"$25,517,500.00 ",5,English,USA,X,"$100,000.00 ",1969,4,161,"$25,417,500.00"
"The Beast from 20,000 FathomsÂ ",EugÃ¨ne LouriÃ©,67,80,Cecil Kellaway,Kenneth Tobey,Adventure,Horror,"$5,000,000.00 ",88,English,USA,Approved,"$210,000.00 ",1953,6.7,4812,"$4,790,000.00"
"20,000 Leagues Under the SeaÂ ",Richard Fleischer,69,127,Robert J. Wilke,James Mason,Adventure,Drama,"$25,517,500.00 ",108,English,USA,Approved,"$5,000,000.00 ",1954,7.2,22124,"$20,517,500.00"
Mad MaxÂ ,George Miller,208,93,Steve Bisley,Hugh Keays-Byrne,Action,Adventure,"$25,517,500.00 ",303,English,Australia,R,"$200,000.00 ",1979,7,152232,"$25,317,500.00"
